gen,best_a,best_b,mean_a,mean_b,max_level_a,max_level_b,team_a_size,team_b_size,n_elite_a,n_elite_b,nb_fork,nb_incantation,nb_broadcast,nb_neg_broadcast,nb_pos_broadcast,useful_drops,useless_drops,objective_prog,objective_failed,teammates_reach,winner
962,24033.825,9632.675,6429.68,2135.64,3,3,100,100,1,7,40,85,16461,5243,0,5931,258,6907,8,7577,-1
963,24033.825,9500.775,6252.03,2217.14,3,3,100,100,1,7,40,113,14909,4019,0,7769,308,9258,7,9512,-1
964,24033.825,9500.775,5648.83,2151.44,3,2,100,100,1,5,40,92,17498,4252,0,2274,184,4988,12,2933,-1
965,24033.825,9421.35,5547.07,2061.73,3,3,100,100,1,5,40,91,16377,3659,0,4542,217,6715,5,5128,-1
966,24033.825,9396.55,5029.83,2027.23,3,2,100,100,1,4,40,62,14730,1863,0,1035,33,2832,2,1045,-1
967,24033.825,9396.55,5174.59,2123.79,3,3,100,100,1,5,40,109,27137,4226,0,5750,560,7205,5,6644,-1
968,24033.825,9396.55,5040.86,2098.8,3,3,100,100,1,5,40,85,22085,4097,0,7102,385,6409,7,8625,-1
969,22795.325,9396.55,5140.56,1974.02,3,2,100,100,1,4,40,100,26702,5238,0,6091,328,5872,3,8019,-1
970,22795.325,9396.55,4796.61,2131.33,3,2,100,100,1,4,40,97,18239,3464,0,2337,66,5272,3,2364,-1
971,22795.325,9396.55,4778.35,2149.03,3,2,100,100,1,3,40,93,22611,5255,0,4575,313,5815,6,5560,-1
972,17776.5,9396.55,4505.68,2195.82,3,3,100,100,1,3,40,98,21532,5287,0,3746,259,5563,2,3326,-1
973,17776.5,9396.55,4248.62,2281.59,3,2,100,100,1,3,40,102,16703,3210,0,4039,300,6054,8,3400,-1
974,15410.15,9396.55,4029.38,2333.93,2,2,100,100,2,2,40,84,19851,3821,0,3286,200,4317,8,2701,-1
975,15410.15,9026.3,4052.65,2304.47,3,2,100,100,2,2,40,85,16937,4069,0,4453,222,5430,4,3801,-1
976,14160.425,9026.3,3870.26,2336.54,3,2,100,100,4,2,40,82,16242,4333,0,2031,74,3762,1,1432,-1
977,14160.425,9026.3,3586.89,2237.09,2,2,100,100,4,2,40,60,20378,5300,0,1469,163,2305,3,1145,-1
978,14160.425,9026.3,3259.32,2138.86,2,2,100,100,3,2,40,48,17115,3802,0,596,38,1378,3,252,-1
979,13894.75,9026.3,3167.78,2035.15,2,2,100,100,2,2,40,55,16190,3000,0,894,58,1728,4,508,-1
980,13635.575,9305.7,3194.62,2070.23,3,3,100,100,1,4,40,82,18767,5919,0,2845,331,3816,6,2205,-1
981,13635.575,9108.825,3053.43,1844.42,2,2,100,100,1,2,40,38,17816,2144,0,452,27,709,2,387,-1
982,13635.575,9108.825,2945.35,1870.17,2,2,100,100,1,2,40,63,17612,3514,0,829,9,1808,5,451,-1
983,13635.575,9108.825,2955.96,1757.55,3,3,100,100,1,2,40,76,21047,5311,0,1565,143,2395,6,984,-1
984,13635.575,9108.825,2991.64,1704.1,3,2,100,100,1,2,40,72,21409,6276,0,2418,198,2795,4,1839,-1
985,13635.575,9026.3,3114.73,1664.4,3,2,100,100,1,1,40,82,23029,6893,0,2556,107,3598,1,2577,-1
986,13635.575,9026.3,2917.14,1371.53,3,2,100,100,1,1,40,33,16996,3985,0,275,31,1172,3,206,-1
987,13635.575,7765.9,2703.92,1277.07,2,2,100,100,1,1,40,38,15611,2832,0,475,6,823,4,199,-1
988,13635.575,7765.9,2702.49,1267.89,2,2,100,100,1,1,40,59,17531,4536,0,566,3,2009,1,449,-1
989,13635.575,7765.9,2624.13,1199.05,2,2,100,100,1,1,40,56,16080,4742,0,1064,16,2266,2,558,-1
990,10928.775,7765.9,2500.83,1210.22,2,2,100,100,1,1,40,47,18602,4572,0,415,35,1762,3,491,-1
991,10928.775,7765.9,2520.42,1132.31,2,2,100,100,1,1,40,63,19485,5925,0,766,74,1736,0,856,-1
992,12493.8,7765.9,2402.85,1269.43,3,2,100,100,1,1,40,86,27091,10134,0,5181,436,5999,4,6765,-1
993,12046.55,7765.9,2608.51,1391.42,3,2,100,100,3,1,40,99,23800,7781,0,8465,529,6268,8,7905,-1
994,14177.025,7765.9,2767.75,1313.67,3,2,100,100,1,1,40,82,22043,7443,0,3662,180,4086,6,4441,-1
995,15129.925,9417.375,2988.83,1333.64,3,3,100,100,2,1,40,80,22499,7974,0,6391,890,5766,1,5463,-1
996,16108.15,9417.375,3076.82,1488.12,3,3,100,100,2,2,40,103,23449,8386,0,9458,965,7331,10,10402,-1
997,22611.1,9417.375,3650.35,1676.92,3,3,100,100,1,2,40,103,24048,6483,0,9766,999,7043,4,14122,-1
998,21669.0,9417.375,3735.71,1665.84,3,3,100,100,1,3,40,110,31725,11862,0,16363,681,9578,1,33089,-1
999,25051.375,9417.375,4062.42,1815.12,3,3,100,100,1,4,40,118,29137,9364,0,18480,774,9461,3,39189,-1
1000,29020.65,9417.375,4525.55,1822.56,3,3,100,100,1,4,40,110,28340,9662,0,16912,796,8796,7,38239,-1
1001,29020.65,9701.175,4449.66,1912.92,3,3,100,100,1,5,40,109,27809,10937,0,14648,639,10401,1,25252,-1
1002,29020.65,9701.175,4213.42,1904.89,3,2,100,100,1,5,40,106,31918,12358,0,15721,1006,9497,2,22908,-1
1003,29020.65,9417.375,4331.09,1956.47,3,3,100,100,1,3,40,103,26094,7846,0,14678,885,7447,9,16415,-1
1004,29020.65,9417.375,4371.21,1942.67,3,3,100,100,1,4,40,89,22073,5322,0,4715,676,4838,9,6750,-1
1005,29020.65,9417.375,4538.52,1974.2,3,3,100,100,1,4,40,104,29185,8971,0,14595,1374,8089,6,23702,-1
1006,29020.65,9417.375,4221.99,2023.22,2,2,100,100,1,4,40,84,23479,6168,0,8163,223,5110,0,12007,-1
1007,29020.65,9314.075,4175.15,1890.66,3,2,100,100,1,1,40,84,25959,6335,0,9155,217,4247,8,17488,-1
1008,29020.65,7281.275,3938.7,1958.58,3,2,100,100,1,2,40,113,30440,9722,0,11124,410,8839,3,23720,-1
1009,29020.65,7281.275,3721.7,1948.56,3,2,100,100,1,1,40,102,30123,10927,0,7764,441,6757,5,11665,-1
1010,29020.65,7281.275,4239.97,1677.72,3,3,100,100,1,1,40,100,35382,10466,0,12824,894,6642,4,17423,-1
1011,29020.65,7281.275,4211.75,1587.41,3,3,100,100,1,1,40,96,26215,8638,0,11267,240,8447,7,18237,-1
1012,29020.65,7281.275,4036.93,1619.63,3,2,100,100,1,1,40,75,23347,6921,0,4454,170,3689,0,8051,-1
1013,25051.375,5119.55,3724.66,1517.07,3,2,100,100,1,20,40,84,25362,9467,0,8731,551,4245,5,7870,-1
1014,20738.175,8797.625,3485.3,1437.5,3,3,100,100,3,1,40,92,27632,10805,0,3315,285,3387,7,4971,-1
1015,20738.175,8797.625,3422.17,1449.97,3,2,100,100,3,1,40,90,22626,6710,0,5782,255,4070,7,4642,-1
1016,20738.175,8797.625,3641.25,1420.01,3,2,100,100,2,1,40,96,22964,5943,0,8382,682,5044,11,6257,-1
1017,20738.175,5119.55,3471.36,1178.79,3,2,100,100,2,20,40,46,21802,4590,0,1088,26,972,0,1423,-1
1018,20738.175,5119.55,3725.87,1283.73,3,2,100,100,4,20,40,95,23785,6642,0,12422,646,5141,2,11053,-1
1019,20738.175,5119.55,3692.81,1270.23,3,2,100,100,3,20,40,75,22502,6153,0,4857,389,2994,15,4413,-1
1020,20738.175,8600.475,3732.91,1111.42,3,3,100,100,1,1,40,73,23646,6692,0,6820,392,3557,2,8143,-1
1021,20738.175,8600.475,3181.96,1253.99,2,2,100,100,1,1,40,27,16152,3378,0,463,43,529,5,409,-1
1022,19651.45,8600.475,2921.3,1330.17,2,2,100,100,1,1,40,38,12786,2494,0,428,3,1039,1,380,-1
1023,19651.45,8600.475,2807.42,1666.21,2,2,100,100,1,1,40,46,13639,2542,0,748,7,1413,0,374,-1
1024,18381.325,8600.475,2623.23,1658.17,2,2,100,100,2,1,40,30,13118,2103,0,334,2,643,0,253,-1
1025,18381.325,8600.475,2454.63,1623.83,2,2,100,100,2,1,40,39,15441,4332,0,645,2,761,1,236,-1
1026,18381.325,8600.475,2304.46,1637.6,2,2,100,100,1,1,40,33,13236,1887,0,592,1,896,0,232,-1
1027,18381.325,8600.475,2193.28,1820.58,2,2,100,100,1,1,40,70,19458,5197,0,1091,20,2544,3,1027,-1
1028,18381.325,8600.475,2317.21,2086.66,3,2,100,100,1,1,40,91,15980,5770,0,4070,269,3858,5,3006,-1
1029,17075.975,8600.475,2340.8,2247.57,2,2,100,100,1,1,40,102,19279,7383,0,3090,360,4227,4,3618,-1
1030,13627.425,8600.475,2515.02,2485.42,3,3,100,100,2,1,40,104,15135,5912,0,7090,1074,6016,6,6920,-1
1031,13030.025,8600.475,2538.85,2675.15,3,2,100,100,1,1,40,89,14961,4804,0,3355,407,3905,4,3153,-1
1032,13030.025,8600.475,2525.26,2730.12,2,2,100,100,1,1,40,91,14934,5263,0,3866,350,4616,4,3162,-1
1033,13030.025,8600.475,2489.56,2851.43,3,2,100,100,1,1,40,106,17657,6647,0,4505,343,5345,2,4078,-1
1034,13030.025,8600.475,2412.54,2766.18,2,2,100,100,1,1,40,75,17752,5047,0,2690,145,2860,4,2858,-1
1035,13030.025,5027.125,2292.47,2672.69,2,2,100,100,1,20,40,53,13972,2801,0,764,29,1857,4,426,-1
1036,12035.25,9047.0,2241.78,2695.01,3,3,100,100,1,1,40,95,16416,5482,0,3107,233,4010,9,3212,-1
1037,12035.25,9047.0,2219.99,2658.99,2,2,100,100,1,1,40,82,16973,6000,0,2044,110,2915,3,1678,-1
1038,12035.25,9047.0,2206.26,2796.94,2,2,100,100,1,1,40,97,14864,5094,0,3331,254,3674,1,3804,-1
1039,12035.25,9047.0,2195.42,2789.27,2,2,100,100,1,1,40,87,15707,7065,0,944,37,2722,4,1324,-1
1040,12035.25,9047.0,2044.71,2778.5,2,2,100,100,1,1,40,95,18095,8020,0,1950,73,2617,5,1471,-1
1041,11139.45,9047.0,1965.58,2904.23,3,2,100,100,1,1,40,104,19045,9605,0,3136,127,4103,4,3433,-1
1042,11139.45,9047.0,1909.23,3068.31,3,2,100,100,1,1,40,101,19174,9132,0,1399,14,3002,3,1321,-1
1043,5988.75,5046.825,1659.83,3069.61,2,2,100,100,2,20,40,102,20928,11565,0,3586,152,3782,7,3965,-1
1044,9009.1,5046.825,1594.35,3021.3,3,2,100,100,1,20,40,94,22219,10822,0,5440,484,5362,6,6772,-1
1045,16303.975,7756.675,1735.02,2941.04,3,3,100,100,1,1,40,99,18079,7761,0,4612,233,3538,5,6103,-1
1046,16303.975,9813.15,1645.32,2995.45,3,3,100,100,1,2,40,115,24762,11889,0,2860,184,3974,2,3847,-1
1047,16303.975,9819.625,1665.41,3053.88,3,3,100,100,1,3,40,109,21935,10841,0,4453,435,4670,1,7792,-1
1048,16303.975,9819.625,1726.42,3000.58,3,2,100,100,1,3,40,88,22544,8956,0,2045,149,2278,3,1827,-1
1049,13447.825,10325.875,1590.1,3037.82,3,3,100,100,1,4,40,112,26142,12166,0,4282,338,3382,2,4025,-1
1050,13447.825,10325.875,1703.97,3085.58,3,2,100,100,1,3,40,112,25589,9379,0,7995,726,5917,3,11647,-1
1051,13447.825,9813.15,1708.87,3051.56,3,2,100,100,1,3,40,107,30742,12030,0,4615,397,3780,6,6093,-1
1052,13447.825,9714.125,1564.36,3037.01,3,3,100,100,1,4,40,113,30978,13190,0,3999,353,3506,9,4459,-1
1053,15306.175,9714.125,1551.78,3155.12,3,3,100,100,1,6,40,102,27984,12191,0,8978,766,4159,2,7882,-1
1054,15306.175,9714.125,1513.24,3122.65,2,2,100,100,1,5,40,91,23512,8384,0,2239,148,1137,5,1446,-1
1055,16961.1,9714.125,1332.14,3100.07,3,2,100,100,1,4,40,88,30402,11378,0,3665,295,2166,2,2989,-1
1056,16961.1,9714.125,1373.52,3158.77,3,3,100,100,1,3,40,123,34771,13434,0,4702,645,3113,3,4422,-1
1057,16961.1,9248.85,1528.28,3207.23,3,3,100,100,1,4,40,119,28986,10620,0,3392,363,2905,12,3663,-1
1058,16961.1,8903.5,1732.63,3142.43,3,2,100,100,1,4,40,106,27800,7719,0,4726,597,3280,0,4083,-1
1059,16961.1,9538.2,1895.56,3050.12,3,3,100,100,1,3,40,107,24939,8462,0,2833,198,2677,4,1431,-1
1060,16961.1,8903.5,2047.45,2918.83,3,2,100,100,1,4,40,88,22732,5638,0,1516,73,1494,1,867,-1
1061,16961.1,8890.1,2206.72,2785.82,3,2,100,100,1,3,40,106,28099,8181,0,3305,346,2783,8,2128,-1
1062,16961.1,9400.2,2210.94,2784.86,3,3,100,100,1,2,40,112,30558,8989,0,8240,1018,4881,9,8054,-1
1063,16961.1,9400.2,2359.29,2747.05,3,3,100,100,1,3,40,106,23775,6138,0,3658,380,3486,2,2794,-1
1064,16961.1,9400.2,2582.27,2648.2,3,2,100,100,1,3,40,81,21351,4633,0,1785,190,2117,3,1400,-1
1065,16961.1,9400.2,2565.39,2337.9,2,2,100,100,1,3,40,70,21171,4900,0,1069,113,1387,3,1130,-1
1066,16961.1,9400.2,2620.61,2245.86,3,3,100,100,1,4,40,79,26305,5479,0,3851,478,2152,2,3269,-1
1067,11209.7,9400.2,2518.37,2300.51,3,3,100,100,1,4,40,98,28735,8649,0,2668,411,3090,5,2738,-1
1068,11209.7,9400.2,2543.08,2196.65,3,2,100,100,1,2,40,98,24864,7994,0,2480,168,2152,0,1544,-1
1069,11209.7,9400.2,2378.3,2269.82,3,2,100,100,1,2,40,101,29215,11433,0,2798,391,2724,3,2759,-1
1070,11209.7,8890.1,2333.5,2251.33,3,3,100,100,1,1,40,86,25187,8072,0,1837,291,2261,8,1378,-1
1071,11209.7,8890.1,2165.26,2180.66,2,2,100,100,1,1,40,95,26868,11347,0,1420,241,1448,3,1169,-1
1072,10010.25,7756.675,2097.97,2242.19,3,2,100,100,3,1,40,99,26884,9974,0,3780,428,2657,1,2520,-1
1073,10010.25,7756.675,2114.25,2264.5,3,2,100,100,4,1,40,97,25204,9225,0,2357,314,2670,11,2055,-1
1074,9827.75,9209.9,2028.98,2318.67,3,3,100,100,3,3,40,88,24323,8689,0,1454,237,1977,1,1607,-1
1075,10328.325,9209.9,2082.38,2223.14,3,2,100,100,4,3,40,89,22735,8341,0,1819,170,1839,6,1139,-1
1076,10328.325,9179.65,2058.94,2364.5,3,2,100,100,4,1,40,103,27690,11258,0,5333,668,3699,14,3968,-1
1077,10328.325,9179.65,1971.25,2302.98,3,2,100,100,4,1,40,85,23921,10289,0,1217,256,2246,8,1420,-1
1078,10328.325,9179.65,2088.65,2454.76,3,2,100,100,4,1,40,110,21910,8685,0,3841,487,4090,10,2686,-1
1079,10328.325,9179.65,1978.39,2381.5,3,2,100,100,3,1,40,83,22956,10969,0,2061,386,2006,6,1885,-1
1080,10328.325,9179.65,2025.92,2381.37,3,2,100,100,4,1,40,91,22640,9260,0,2722,469,3039,5,2249,-1
1081,10387.875,9179.65,1982.31,2388.22,3,2,100,100,5,1,40,98,22084,10939,0,3841,449,3728,5,3106,-1
1082,10387.875,9179.65,1839.25,2379.77,2,2,100,100,4,1,40,80,16040,8388,0,2390,460,3148,10,1780,-1
1083,11931.5,9179.65,1838.44,2423.29,3,2,100,100,1,1,40,92,19397,9466,0,1900,381,2688,4,1392,-1
1084,11931.5,9179.65,1671.33,2482.7,3,3,100,100,1,1,40,99,23758,11641,0,2496,456,3395,3,2394,-1
1085,11931.5,9179.65,1501.08,2232.36,3,2,100,100,1,1,40,89,26952,13021,0,2993,335,2612,1,2941,-1
1086,11931.5,9179.65,1482.85,2174.68,3,2,100,100,1,1,40,97,28978,13597,0,6412,665,2758,3,5570,-1
1087,13078.125,9179.65,1422.76,2302.07,3,3,100,100,1,2,40,95,28409,13392,0,7241,795,4404,3,7712,-1
1088,13078.125,9014.4,1156.14,2334.3,3,2,100,100,1,1,40,97,33205,15887,0,6226,1672,3973,0,8187,-1
1089,13376.775,9014.4,962.12,2411.77,3,3,100,100,2,1,40,105,32198,16384,0,7648,1182,3589,2,7414,-1
1090,13376.775,9014.4,931.5,2229.61,3,2,100,100,2,1,40,94,32383,14383,0,4792,691,2746,4,5023,-1
1091,13376.775,9014.4,875.81,2380.72,3,2,100,100,2,1,40,99,30775,13963,0,4033,648,3330,0,5689,-1
1092,13376.775,9802.75,1044.83,2236.41,3,3,100,100,2,2,40,84,29865,12580,0,3341,408,2040,4,3866,-1
1093,13376.775,9802.75,922.21,2118.27,2,2,100,100,2,2,40,86,30628,14304,0,4225,807,3087,0,6609,-1
1094,11777.525,9802.75,791.6,2104.22,3,2,100,100,1,2,40,95,31424,15785,0,5294,619,2679,9,6863,-1
1095,12149.475,9802.75,678.02,2122.87,3,2,100,100,2,2,40,96,33487,16792,0,6291,858,3185,1,10503,-1
1096,21257.225,9802.75,608.1,2106.07,3,2,100,100,1,2,40,87,33887,17411,0,8694,982,4485,10,14169,-1
1097,21257.225,9014.4,565.94,1996.37,3,2,100,100,1,1,40,78,32600,15256,0,4854,805,2209,6,8248,-1
1098,21257.225,5141.4,822.27,2013.88,3,2,100,100,1,20,40,95,32671,14278,0,7019,863,3632,1,13004,-1
1099,21257.225,5141.4,705.84,1905.8,3,2,100,100,1,20,40,93,30758,14517,0,7902,1454,4464,1,16391,-1
1100,27621.15,5141.4,1088.83,1823.43,3,2,100,100,1,20,40,98,30216,13646,0,9559,818,4570,0,29902,-1
1101,21257.225,9737.25,1169.82,1794.38,3,3,100,100,1,1,40,91,32204,13637,0,4615,596,4923,5,17715,-1
1102,21257.225,9840.425,1470.69,2012.28,3,3,100,100,1,3,40,103,27093,12222,0,8419,2198,6140,5,29698,-1
1103,21257.225,9737.25,1682.46,2173.23,3,3,100,100,1,3,40,98,29099,13856,0,9318,648,6419,6,30456,-1
1104,21257.225,9737.25,1358.37,2286.63,3,3,100,100,1,4,40,98,31929,16388,0,6928,1291,5112,6,17611,-1
1105,21257.225,9659.475,1374.18,2334.01,3,3,100,100,1,3,40,100,28722,14434,0,7173,1708,3993,5,18947,-1
1106,21257.225,9659.475,1774.89,2439.4,3,3,100,100,1,3,40,96,26379,12687,0,9462,1091,5913,13,39805,-1
1107,21257.225,9659.475,1897.09,2477.07,3,3,100,100,1,4,40,98,25143,11347,0,11971,3421,6259,9,62222,-1
1108,21257.225,9659.475,2405.78,2550.63,3,3,100,100,1,5,40,102,21029,9125,0,16078,1417,8749,1,97327,-1
1109,24625.125,9659.475,2754.87,2657.92,3,2,100,100,1,5,40,99,25318,12144,0,18016,815,6653,4,55194,-1
1110,21387.225,9659.475,2664.21,2746.98,3,3,100,100,3,6,40,108,29747,14879,0,14971,1106,8384,1,31388,-1
1111,21257.225,9659.475,2214.89,2716.14,3,2,100,100,2,5,40,89,29246,14886,0,7801,861,4472,3,18234,-1
1112,21257.225,9659.475,1934.11,2578.64,3,2,100,100,1,3,40,88,31448,17537,0,8347,498,3921,1,14262,-1
1113,21257.225,9659.475,1667.17,2422.56,3,3,100,100,1,5,40,85,27104,16049,0,17363,816,3572,6,16504,-1
1114,21257.225,9659.475,1656.31,2413.93,3,2,100,100,1,5,40,92,28124,15376,0,16382,979,4404,0,25113,-1
1115,21257.225,9747.25,1571.45,2427.01,3,3,100,100,1,5,40,93,30805,17924,0,10071,822,4362,9,15697,-1
1116,21257.225,9747.25,1518.22,2256.5,3,2,100,100,1,5,40,88,28700,15425,0,7076,863,3755,5,9446,-1
1117,19657.95,9747.25,1423.52,2349.41,3,2,100,100,2,5,40,95,28798,15089,0,5768,536,3755,6,7470,-1
1118,19657.95,9747.25,1381.42,2304.45,3,3,100,100,2,8,40,100,29596,14453,0,5277,289,3309,12,6506,-1
1119,19657.95,9768.7,1674.79,2247.31,3,3,100,100,2,8,40,91,24427,10500,0,7086,646,3748,8,9250,-1
1120,18872.625,9768.7,1724.72,2237.98,3,3,100,100,1,8,40,97,26677,11857,0,8187,803,5317,8,11612,-1
1121,18872.625,9768.7,2112.45,2284.89,3,3,100,100,1,9,40,97,23694,10548,0,10411,807,6211,7,19463,-1
1122,18872.625,9768.7,2499.61,2219.43,3,3,100,100,1,9,40,93,24974,11285,0,12247,1030,5875,4,19117,-1
1123,18872.625,9768.7,2652.39,2233.57,3,3,100,100,1,8,40,89,24996,11999,0,13357,1274,6383,4,19574,-1
1124,18872.625,9768.7,2737.35,2312.4,3,3,100,100,1,8,40,108,27570,12251,0,10301,967,4437,5,11744,-1
1125,17787.025,9747.25,3227.05,2151.21,3,2,100,100,2,5,40,96,19956,7064,0,14902,949,5542,4,24192,-1
1126,17787.025,9747.25,3182.05,2032.86,3,3,100,100,2,7,40,92,24102,9001,0,12146,688,6333,11,17301,-1
1127,17787.025,9747.25,3306.28,2045.22,3,3,100,100,2,8,40,90,22974,8459,0,9308,1104,6264,5,19017,-1
1128,17911.025,9747.25,3357.95,2117.0,3,3,100,100,4,8,40,93,22705,8636,0,8469,937,5727,3,15739,-1
1129,20455.0,9747.25,3626.64,2115.46,3,3,100,100,1,9,40,98,22115,8292,0,14446,1305,5787,15,19810,-1
1130,21525.75,9747.25,3998.1,2171.58,3,3,100,100,1,11,40,92,18120,4708,0,18040,1345,6113,8,28029,-1
1131,21525.75,9747.25,4103.78,2160.96,3,2,100,100,1,7,40,91,19043,4892,0,10927,872,6591,8,16939,-1
1132,23246.4,9574.4,4344.49,2111.69,3,2,100,100,1,4,40,96,19716,4882,0,15106,666,8684,15,27360,-1
1133,21525.75,9773.025,4457.48,2191.16,3,3,100,100,2,6,40,87,18148,4410,0,12819,823,6987,7,20298,-1
1134,22646.45,9574.4,4742.01,2107.23,3,2,100,100,1,3,40,89,16751,3441,0,12584,890,7013,6,21183,-1
1135,22646.45,9574.4,4995.91,2158.58,3,3,100,100,1,4,40,99,17871,4220,0,10850,929,5841,4,11919,-1
1136,22646.45,9574.4,4943.01,2117.22,3,3,100,100,1,6,40,93,17646,3617,0,9033,626,5286,14,12560,-1
1137,22646.45,9509.55,4774.0,2076.81,3,2,100,100,1,4,40,78,17427,5052,0,8862,628,6600,21,14238,-1
1138,18521.325,9509.55,4567.58,2190.83,3,2,100,100,3,4,40,88,16899,3823,0,10693,1007,6078,14,14990,-1
1139,18521.325,9509.55,4793.82,2170.42,3,3,100,100,4,6,40,93,20250,4272,0,9613,1087,4920,9,14296,-1
1140,18521.325,9483.9,4835.55,2027.15,3,3,100,100,5,7,40,87,22455,5031,0,11850,1384,6937,12,20468,-1
1141,18587.475,9483.9,4798.35,1844.05,3,2,100,100,5,4,40,86,21735,4405,0,10499,582,5124,7,21020,-1
1142,24098.5,9483.9,4973.88,1778.69,3,3,100,100,1,5,40,91,26390,5315,0,15441,643,8466,4,35024,-1
1143,24098.5,9493.0,5348.27,1569.83,3,3,100,100,1,7,40,97,27839,6224,0,12835,1368,12526,6,60979,-1
1144,24098.5,9493.0,5668.32,1577.13,3,3,100,100,1,6,40,92,26210,4625,0,15506,1045,10185,10,52910,-1
1145,24098.5,9493.0,5496.49,1511.78,3,3,100,100,1,6,40,82,25939,5808,0,10578,587,4846,4,26195,-1
1146,24098.5,9493.0,5473.84,1493.56,3,2,100,100,1,4,40,80,24564,3502,0,16053,1003,8927,5,46154,-1
1147,24098.5,9493.0,5547.25,1587.82,3,2,100,100,1,4,40,81,22638,4185,0,14091,818,7607,5,42254,-1
1148,24098.5,9493.0,5587.34,1494.79,3,2,100,100,1,4,40,83,24495,3384,0,13870,3036,13271,14,56776,-1
1149,24098.5,9493.0,5777.84,1385.97,3,2,100,100,1,3,40,82,22254,2713,0,15475,940,7994,12,42831,-1
1150,24098.5,9493.0,5697.29,1464.1,3,2,100,100,1,3,40,81,21903,2994,0,14293,1242,7241,3,41220,-1
1151,24098.5,9493.0,5703.46,1528.29,3,3,100,100,1,4,40,90,18514,2789,0,15055,1638,7804,5,37516,-1
1152,21829.7,9493.0,5854.89,1494.72,3,3,100,100,1,5,40,86,19902,2834,0,15779,968,9194,5,41516,-1
1153,18864.85,9220.65,5653.78,1422.57,3,2,100,100,7,2,40,84,17388,2688,0,12898,974,6518,10,33557,-1
1154,25188.925,9220.65,5705.96,1379.52,3,2,100,100,1,1,40,79,20795,3518,0,18244,1918,11378,8,41548,-1
1155,21756.375,9220.65,5678.76,1567.58,3,2,100,100,2,1,40,100,20184,3271,0,12050,1568,9903,11,32122,-1
1156,21756.375,9220.65,5151.89,1400.45,3,2,100,100,1,1,40,83,30513,7694,0,8407,923,5608,3,16439,-1
1157,21756.375,9585.975,5398.14,1412.65,3,3,100,100,1,3,40,90,20093,3342,0,13764,896,8599,8,26597,-1
1158,21756.375,9585.975,5318.6,1337.11,3,3,100,100,1,4,40,77,22983,5665,0,8374,468,3961,3,14284,-1
1159,21756.375,9585.975,5466.22,1342.01,3,2,100,100,1,4,40,87,20473,3988,0,7407,657,5851,17,15104,-1
1160,21756.375,9585.975,5805.6,1554.8,3,2,100,100,1,4,40,96,20762,3541,0,15827,1852,10048,10,34829,-1
1161,20354.35,9585.975,5772.59,1575.92,3,2,100,100,7,3,40,92,21560,4066,0,10732,938,5045,12,19180,-1
1162,20832.725,9585.975,5920.94,1669.35,3,2,100,100,4,3,40,91,18222,2794,0,12460,882,7304,8,29345,-1
1163,21442.0,9585.975,5705.75,1780.35,3,3,100,100,1,4,40,90,15564,2689,0,11913,1570,7049,13,30190,-1
1164,21442.0,9828.25,5508.03,2016.76,3,3,100,100,1,6,40,82,15413,2019,0,11987,1348,7503,12,29220,-1
1165,20354.35,9828.25,5504.98,2009.24,3,3,100,100,4,6,40,80,15913,2688,0,13431,1910,7382,4,33616,-1
1166,20246.525,9828.25,5263.47,1964.46,3,2,100,100,2,6,40,85,16340,2794,0,13971,2940,8961,5,37188,-1
1167,20246.525,9828.25,5459.66,1777.16,3,3,100,100,2,6,40,81,19519,2842,0,12352,1852,6200,5,30901,-1
1168,20622.45,9828.25,5366.45,1684.88,3,2,100,100,2,5,40,84,21937,4079,0,14199,2996,8069,11,36414,-1
1169,20622.45,9828.25,5426.72,1638.17,3,2,100,100,1,5,40,87,20012,3630,0,13138,2270,7584,11,36236,-1
1170,20622.45,9828.25,5661.96,1793.3,3,3,100,100,1,5,40,93,17899,2582,0,11058,1900,9906,11,37612,-1
1171,20622.45,9828.25,5673.11,1769.24,3,3,100,100,1,5,40,93,18218,3211,0,12888,2503,9596,6,44116,-1
1172,21161.125,9828.25,5739.26,1805.64,3,2,100,100,3,3,40,96,16582,2500,0,14478,2861,9378,8,48885,-1
1173,21161.125,9480.1,5484.24,1735.43,3,3,100,100,2,3,40,82,20925,3549,0,11460,2098,8173,17,41963,-1
1174,21161.125,9480.1,5502.78,1799.86,3,3,100,100,2,5,40,83,22198,3663,0,14374,1774,10373,4,39709,-1
1175,21161.125,9480.1,5336.36,1929.05,3,2,100,100,2,5,40,88,20091,2789,0,13306,2323,11329,14,40924,-1
1176,21161.125,9480.1,5160.04,1772.81,3,2,100,100,2,4,40,80,20593,4778,0,8809,1646,5792,7,27984,-1
1177,23252.0,9480.1,5328.1,1610.36,3,3,100,100,1,5,40,92,20722,3753,0,15143,2698,9970,20,40075,-1
1178,23252.0,9480.1,5487.34,1595.64,3,2,100,100,1,5,40,88,20646,2821,0,13193,1637,9325,10,45642,-1
1179,21161.125,9430.425,5274.03,1581.53,3,2,100,100,1,4,40,87,19811,3023,0,10720,2473,10647,6,49739,-1
1180,21161.125,9392.975,5458.9,1553.8,3,3,100,100,2,3,40,86,18930,2885,0,13534,2140,9061,5,63074,-1
1181,21161.125,9392.975,5532.69,1492.91,3,2,100,100,2,2,40,84,20366,3221,0,8403,2521,11484,7,62539,-1
